Book title---Author---Description---Price
 Про що «Емоційний інтелект лідера» Деніела Ґоулмана, Річарда Бояціса, Енні Маккі 
 Тривалий час люди вважали, що емоції в ділових стосунках шкодять нормальній роботі компаній. Однак"---195
Принципи успіху---Рей Даліо---"Легкий ілюстрований посібник для читачів будь-якого віку!  Від автора бестселера ""Принципи""!  Найважливіші принципи від одного з найуспішніших бізнесменів на світі!  Один з найбагатших і найвідоміших бізнесменів світу Рей Даліо, автор бестселеру ""Принципи"", вирішив поділитися своїми головними"---285
Диво п'ятої ранку. Як підкорити свій день ще до сніданку---Джеф Сандерз---"ТЕМАТИКА 
 Саморозвиток, мотивація.
   ПРО КНИЖКУ  
 Одна-єдина звичка може змінити ваше життя та допомогти далеко просунутися в досягненні своїх цілей. Для автора цієї книжки такою звичкою стало вміння прокидатися рано самохіть. Такий підйом має безліч переваг: від підвищення продуктивності до"---175
69 невдалих побачень---Андрій Мероник---"Якщо Ви хоча б раз у житті знайомилися в інтернеті, то просто змушені придбати цю легку, веселу та сповнену гумору книжку.  Вона повністю присвячена нам - людям, які поступово почали забувати, як це, знайомитися в парку на лавочці, а натомість ""пересіли"" у свої мобільні телефони, де алгоритми"---222
Сила інтровертів. Тихі люди у світі, що не може мовчати---Сьюзен Кейн---"«Сила інтровертів»  — бестселер Washington Post, Los Angeles Times, а в списках бестселерів
New York Times книжка була понад три роки. Перекладена 36-ма мовами. Названа найкращою книжкою 2012 року у жанрі нон-фікшн за версією читачів сайту Goodreads.

  Тематика видання 
 Психологія, інтроверсія,"---195
Дорослі діти емоційно незрілих батьків---Ліндсі К. Гібсон---У своїй революційній книжці психологиня Ліндсі К. Гібсон докладно розглядає деструктивний характер стосунків з емоційно незрілими батьками. Ви побачите, як батьки вплинули на розвиток вашого внутрішнього відчуття самотності, і дізнаєтеся, як впоратися з болем і розгубленістю, які супроводжують вас---320
Аннапурна. Легендарна історія про перше сходження на восьмитисячник---Моріс Ерцоґ---"«Аннапурна. Легендарна історія про перше
підкорення восьмитисячника» Моріс Ерцоґ 

 Тематика 
 Альпінізм, спорт, мотивація. 

 Про книгу «Аннапурна. Легендарна історія про перше
підкорення восьмитисячника» Моріс Ерцоґ  
 Перемога або смерть — інших варіантів у цієї експедиції не було. У 1950
році"---230
Двійник. Про природу дублювання і множинності---Тарас Лютий---Людина — істота мінлива. Вона безупинно перероджується, опиняється в нових умовах, постійно змушена звикати до них і освоюється. Когось думки про колишні чи майбутні зміни не надто турбують, а хтось, навпаки, прагне їх навмисно, кидається у вир можливого, хоча часом це доволі болісний процес. При---239
Пам’ять без обмежень. Потужні стратегії запам’ятовування---Кевін Горслі---"Тематика 
 Тренування пам’яті, навчання.  

 Про що книга 
 Автор цієї книжки все дитинство та юність страждав на дислексію. Та вже за 10 років після закінчення школи побив світовий рекорд із запам’ятовування перших десяти тисяч цифр числа Пі. За допомогою пропонованих Горслі інструментів,"---165
Структуроване мислення. Ясний розум в інформаційному хаосі---Деніел Левітін---"Як покращити роботу мозку в умовах інформаційного шуму. 

 Тематика 
 Саморозвиток, нейронаука, інформаційний простор, прийняття рішень. 

 Про що книжка 
 Сучасний інформаційний простір щодня перенавантажує нас величезною кількістю
даних. За такого ритму життя нам доводиться якомога швидше"---525
Про жінок за 50---Наталя Підлісна---Ви — жінка в розквіті осінньої життєвої пори. І, здається, раптом щось пішло не так: світ змінився в гірший бік, усі довкола вас не розуміють, та й ви почуваєтеся не надто добре, не встигаєте за сучасним ритмом на роботі й постійно конфліктуєте з родиною. Що трапилося? Де ви повернули не туди? Яких---214
"Їж і біжи. Неймовірна історія вегана-ультрамарафонця"---Скотт Джурек, Стів Фрідман---"Бігати може кожен — і Джурек це доводить! 

 Тематика 
 Спорт, біг, марафон, правильне харчування, нутриціологія, веганство. 

 Про книгу «Їж і біжи. Неймовірна історія вегана-
ультрамарафонця»  Скотта Джурек, Стіва Фрідмана 
 Як витримати ультрамарафон? Рецепт Скотта Джурека жорстокий, але досить"---195
Стіни в моїй голові---Володимир Станчишин---Уявіть, що на вас чекає побачення вашої мрії, але ви — не надто впевнена в собі людина. Ви знаєте, що ваш партнер або партнерка — вершина всіх ваших мрій, тож маєте бути в найкращій за все своє життя формі. Чи тривожить вас ця ситуація? Якщо ні, закривайте цю книжку й купіть порадник «Як навчитися---214
Менеджмент у стилі «Манчестер Юнайтед». Як стати чемпіоном---Майкл Моріц, Алекс Ферґюсон---"ТЕМАТИКА 
 Менеджмент, футбол.
   ПРО КНИЖКУ  
 Тренер Manchester United Алекс Ферґюсон — легендарна особистість у футбольному світі. Він присвятив команді 26 років, допоміг їй здобути надзвичайну кількість перемог, а його відставку назвали кінцем цілої ери. Ферґюсон переконаний: є риси,"---195
Як хотіти й отримати все---Тетяна Лукинюк, Людмила Колб---Коли ми чуємо історію успішної людини, то зазвичай захоплюємося красивою картинкою. Але, аналізуючи далі, думаємо — а чим їй довелося пожертвувати заради свого успіху? Авторка цієї книжки переконана: якщо доводиться чимось жертвувати, значить, щось точно іде не так. Тетяні вдалося побудувати---239
104 дні без поліетилену---Маріанна Бойко---"Чи намагалися ви колись відмовитися від поліетилену? Ні-ні, ви не зрозуміли: взагалі від будь-якого можливого поліетилену, навіть того, у який загорнені ваші ліки й предмети гігієни. Спробуйте лише роздивитися, скільки його у вашій оселі — на кухні, у ванній, у спальні і навіть на балконі. Сьогодні"---239
